"","DBN","BN","Printed_Name","TotStudnts","School_Type","LangClass","APCourses","LeaderSupport","Sports","OnlineAP","OnlineLang","School_Type2","neighborhood","postalCode","precinct","school_district","lat","lon","Location","Boro","CouncilDistrict","CensusTract","grad2011","collenroll2011","grad2012","collenroll2012","sprtcode","apcode","langcode","leadcode","onlineapcode","onlinelangcode"
"192","11X288","X288","Collegiate Institute for Math and Science","641",NA,"Spanish","Calculus AB, Chemistry, English Literature and Composition, Physics B, Spanish Language, Spanish Literature","""The Challenge"" academic competition; All academic and artistic extracurricular activities on the Christopher Columbus Campus are open to our students, ASPIRA, Chess, choirs and dance activities, Drama, Environmental, Ex Libris Chapter of National Honor Society, Film, Historical Foods, Humane Society, Humane Teens, including campus bands, Literary Magazine, National Spanish Honor Society, Web Design and Development, Young Men's Leadership, Young Women's Leadership","Cheerleading; all Christopher Columbus Educational Campus sports teams are open to our students",NA,NA,NA,"Bronxdale","10,469",49,11,40.85964,-73.8607428,"925 Astor Avenue
Bronx, NY 10469
(40.85964, -73.8607428)","BRONX    ",13,"324",80.6,65.3,89.5,61.2,"1","1","1","1","0","0"
"193","11X290","X290","Bronx Academy of Health Careers","479",NA,"Spanish","English Language and Composition","Art, Book and Theatre Club, Global Girls, Attendance Achievers, RISE, Chess Club, CPR, Dance Club,Step Team, First Aid Certification, National Honor Society, Regents Preparation, SAT Preparation, Tutoring, Volunteering, College Now, Bronx Community College Medical Billing and Coding Certification, Today's Students Tomorrow's Teachers, Peer Mediation Program/Certification, Cooking Club, Robotics, Anime Club","Baseball, Basketball & JV Basketball, Cross Country, Football & JV Football, Indoor Track, Outdoor Track, Soccer, Softball, Swimming, Volleyball",NA,NA,NA,"Williamsbridge","10,467",47,11,40.875163,-73.861653,"800 East Gun Hill Road
Bronx, NY 10467
(40.875163, -73.861653)","BRONX    ",12,"372",70.9,54,73.5,61.5,"1","1","1","1","0","0"
"194","11X299","X299","Astor Collegiate Academy","475",NA,"Spanish","English Language and Composition, English Literature and Composition, Environmental Science, Spanish Language, Spanish Literature, United States History","Academic Quiz-The Challenge, Lunch and After-School Tutoring Program, Saturday Regents Preparatory Program, University and College Field Trips, Dance and Step Team, Leadership, Jazz Band, Concert Band, Pep Band, Mural Painting, National Honor Society, Peer Mediation, Peer-Tutoring, School Leadership Team, Student Government, Yearbook",NA,NA,NA,NA,"Bronxdale","10,469",49,11,40.85964,-73.8607428,"925 Astor Avenue
Bronx, NY 10469
(40.85964, -73.8607428)","BRONX    ",13,"324",65.5,46,68.5,41.4,"0","1","1","1","0","0"
"195","11X418","X418","Bronx High School for the Visual Arts","491",NA,"Spanish","English Literature and Composition, Environmental Science, United States History","Art and Career, Art and Literary Journal; Career Visions Institute: Dance, Computer Graphics, Digital Media, Drama; Animation, Newspaper, Student Government, Student Leadership Council, Visual Arts, Yearbook","Intramural Seasonal Athletic Program; students participate in the Christopher Columbus PSAL Sports Teams",NA,NA,NA,"Bronxdale","10,462",49,11,40.8516974,-73.8646742,"2040 Antin Pl
Bronx, NY 10462
(40.8516974, -73.8646742)","BRONX    ",13,"228",64.4,38.1,62.4,37.3,"1","1","1","1","0","0"
"196","11X455","X455","Harry S Truman High School","1,826",NA,"Spanish","Biology, Calculus AB, Calculus BC, English Literature and Composition, Spanish Language, Statistics, United States History","Acapella Groups, After-school Tutoring, Architecture, Air Force Junior Officers' Training Corps (AFJROTC), Best Buddies, Chorus, Concert, Construction and Engineers Mentor Program for Future Engineers, Culinary Arts, Dance, Debate Team, Drill Team, Hip-Hop Dance, Jazz, Law Team, Marching Bands, Media Arts, National Honor Society, National Honor Society/Arista, SAT Preparation, Robotics-FRC, FTC League, Student Council, Swimming Club, Visual Art, Website Design and maintenance, Weight Training, Yearbook","Cheerleading, Dance Team, Step Team, Girls Flag Football, Spinning, Swimming",NA,NA,NA,"Co-op City","10,475",45,11,40.87404,-73.831687,"750 Baychester Avenue
Bronx, NY 10475
(40.87404, -73.831687)","BRONX    ",12,"46,201",62.1,36.3,65.1,32.1,"1","1","1","1","0","0"
"197","11X508","X508","Bronxdale High School","222",NA,"Spanish, Spanish Native Language Arts","Biology, English Language and Composition, United States History","Student Government, Drama, Dance, STEP, Symphonic Band",NA,NA,NA,NA,"Bronxdale","10,469",49,11,40.85964,-73.8607428,"925 Astor Avenue
Bronx, NY 10469
(40.85964, -73.8607428)","BRONX    ",13,"324",NA,NA,NA,NA,"0","1","1","1","0","0"
"198","11X509","X509","High School of Language and Innovation","179",NA,"Korean",NA,"Art, Before- and After-school online courses and tutoring in English; Bengali, Chorus, Class Leadership, Dance, Drama, Fashion Design, Foreign Languages, Math, Music, Spanish, Writing.","Cheerleading, Teams: Dance, Step",NA,"English, Italian, Spanish",NA,"Bronxdale","10,469",49,11,40.85964,-73.8607428,"925 Astor Avenue
Bronx, NY 10469
(40.85964, -73.8607428)","BRONX    ",13,"324",NA,NA,NA,NA,"1","0","1","1","0","1"
"199","11X513","X513","New World High School","416",NA,"French, Spanish, Spanish Native Language Arts","Calculus AB, French Language, Spanish Language","Art, Choral, Drama, Community Service, Computer/Technology, Dance, Electronic Publishing, Instrumental and Jazz Bands, Mock Trial, Music, Student Government, Tutoring, Yearbook, Government, Newsletter, Performances, Trips, Professional Field Connections, On-Line Exploration, Soccer, Volleyball, Basketball, Baseball, Softball","Basketball, Lacrosse, Rugby, Soccer, Table Tennis, Volleyball, Weight Training, Yoga","French Language, Spanish Language","French, Spanish",NA,"Wakefield","10,466",47,11,40.8877658,-73.8524929,"921 East 228Th Street
Bronx, NY 10466
(40.8877658, -73.8524929)","BRONX    ",12,"404",54.5,51.6,74.3,50,"1","1","1","1","1","1"
"200","11X514","X514","The Bronxwood Preparatory Academy","418",NA,"Spanish","English Literature and Composition, United States History","Academic Committee for Excellence (ACE), Arista, Art, Basketball, Community Service, Dance, Drama, Enrichment, Extended Day tutoring, Fitness, Homework Help, National Honor Society, Olympics Honor Roll, Peer Mentoring, Peer mentoring and tutoring, PM School, Regents preparation, Saturday Academy Tutorials, Saturday School, School Leadership Team, Soccer, Student Council, Tutoring in all subjects, Weightlifting, Yearbook","Additional teams will be added",NA,NA,NA,"Wakefield","10,466",47,11,40.8877658,-73.8524929,"921 East 228Th Street
Bronx, NY 10466
(40.8877658, -73.8524929)","BRONX    ",12,"404",46.4,18.3,50,28.1,"1","1","1","1","0","0"
"201","11X542","X542","Pelham Preparatory Academy","504",NA,"Spanish","Biology, Calculus AB, Chemistry, English Language and Composition, English Literature and Composition, Environmental Science, Government and Politics: United States, Physics B, Spanish Language, Spanish Literature, United States History","""The Challenge"" academic competition sponsored by Cablevision, Art, ASPIRA, Beginner's Band, CFES Leadership Class, Chess, College and SAT Preparation, Computer, Dance, Drama, Drama Workshop, Introduction to Computers, Mentoring Program, National Honor Society, Panther Press Journalism, Peer Tutoring, PEP & Latin Jazz Band, Pep Band, Poetry, Sociedad Honoraria Hispanica (National Spanish Honor Society), Student Council, Student Union, Web Design.","Step and Dance Teams, Cheerleading","Environmental Science",NA,NA,"Bronxdale","10,469",49,11,40.85964,-73.8607428,"925 Astor Avenue
Bronx, NY 10469
(40.85964, -73.8607428)","BRONX    ",13,"324",92.5,79.1,91.3,83.2,"1","1","1","1","1","0"
"202","11X544","X544","High School for Contemporary Arts","499",NA,"Spanish",NA,"Anime, Dance, Journalism, Spirit, Student Leadership Council, Video/Drama, Website Development, Yearbook.",NA,NA,NA,NA,"Williamsbridge","10,467",47,11,40.875163,-73.861653,"800 East Gun Hill Road
Bronx, NY 10467
(40.875163, -73.861653)","BRONX    ",12,"372",74.5,36.4,72.1,49.1,"0","0","1","1","0","0"
"203","11X545","X545","Bronx Aerospace High School","390",NA,"French, Spanish","Calculus AB, United States History","Air Traffic Control Training, Culinary, ESL Homework Center, Gentlemens Club, Ladies Club, Leadership and College Readiness, LifeSkills Training, Peer Academic Teams, Reality Works Real Baby Program, Robotics, Safe Space, SAT/ACT Prep, Saturday Academy Credit Recovery","Basketball, Soccer, Volleyball",NA,NA,NA,"Williamsbridge","10,467",47,11,40.875163,-73.861653,"800 East Gun Hill Road
Bronx, NY 10467
(40.875163, -73.861653)","BRONX    ",12,"372",NA,NA,75,55.7,"1","1","1","1","0","0"
"204","12X242","X242","Mott Hall V","570",NA,"Spanish",NA,"Keeping the Vision, Student Council, Yearbook; Annual Activities Fair that determines extracurricular activities.","We will be offering intramural sports; PSAL sports are available to our students through the James Monroe Educational Campus Sports Program",NA,NA,NA,"Parkchester","10,472",43,12,40.8312676,-73.8789494,"1551 East 172Nd Street
Bronx, NY 10472
(40.8312676, -73.8789494)","BRONX    ",18,"56",NA,NA,NA,NA,"1","0","1","1","0","0"
"205","12X248","X248","The Metropolitan High School","324",NA,"Spanish","English Literature and Composition, Spanish Language","Student Government, After-school Enrichment and Tutoring Program, Art, Chess, Computer, Dance, Gay-Straight Alliance, Knitting, New York Cares, Student Council, Talent, Yearbook","Co-ed and Boys Soccer Club, New Small Schools Baseball Champions for 2011-2012, Young Runners Track, Yoga, Football Club",NA,NA,NA,"Longwood","10,459",41,12,40.827719,-73.8970008,"1180 Rev J A Polite Ave
Bronx, NY 10459
(40.827719, -73.8970008)","BRONX    ",17,"131",70,42.7,74.7,53.2,"1","1","1","1","0","0"
"206","12X251","X251","Explorations Academy","367",NA,"Spanish","Biology, English Literature and Composition, Government and Politics: United States, Spanish Language, Spanish Literature","Aerobics, Art History, College & Field Trips, College and Health Fairs, Computer Graphics, Dance, Drama, Field Day; Career, Playwriting, Step Team, Student Government, Technology, Travel","Baseball, Basketball, Soccer, Volleyball",NA,NA,NA,"East Morrisania","10,460",42,12,40.8358209,-73.8909833,"1619 Boston Road
Bronx, NY 10460
(40.8358209, -73.8909833)","BRONX    ",17,"155",69.2,34.2,62.5,41.7,"1","1","1","1","0","0"
"207","12X267","X267","Bronx Latin","444",NA,"Latin, Spanish","Biology, Spanish Language","National Honor Society (NHS), Drama Club, Glee Club, Basketball Intramurals, Indoor Soccer, Amnesty International, DaVinci Club, Band, College Advisement, Electric Guitar Club, Keyboard Club, After-School Tutoring, Running Club, Peer Mediation Training Program, Peer Tutoring, Saturday Academy, Flag Football, Dance/Cheer Team, Student Council.","Athletic League: Basketball, Soccer, Volleyball",NA,NA,NA,"Longwood","10,456",42,12,40.826916,-73.900597,"800 Home Street
Bronx, NY 10456
(40.826916, -73.900597)","BRONX    ",16,"131",77.5,NA,76.5,70,"1","1","1","1","0","0"
"208","12X271","X271","East Bronx Academy for the Future","628",NA,"German, Spanish","English Language and Composition, Government and Politics: United States, Spanish Literature, United States History","Art, Band, Before- and -After-school Tutoring, Boys Group, BRASS Athletic League, Chess, Dance/Theatre, Engineering and Robotics Class, Girls Group, Humanities, Music, Running/Track, School Leadership Team, Science, Senior Committee, Student Government, Technology Class, National Honor Society, Boys Soccer, Girls and Boys Basketball","Boys Baseball, Soccer; Boys and Girls Basketball, Flag Football; Co-ed Track",NA,NA,NA,"East Morrisania","10,460",42,12,40.836818,-73.887666,"1716 Southern Boulevard
Bronx, NY 10460
(40.836818, -73.887666)","BRONX    ",17,"161",75,34.7,75,42,"1","1","1","1","0","0"
"209","12X278","X278","Peace and Diversity Academy","220",NA,"Spanish","English Language and Composition","Ceramic/Advanced Art, Chess, College, Dance, Drama, Fashion, Leadership, Mock Trial, Model City Council, Moot Court, National Peace Competition, New Visions Student Voice Team, New York Council for the Humanities, Peer Mediation, School Newsletter, Student Leadership Council, The Citizen and the Constitution, We the People",NA,NA,NA,NA,"Longwood","10,459",41,12,40.827719,-73.8970008,"1180 Rev J A Polite Ave
Bronx, NY 10459
(40.827719, -73.8970008)","BRONX    ",17,"131",51.4,22.1,41.6,21.4,"0","1","1","1","0","0"
"210","12X372","X372","Urban Assembly School for Wildlife Conservation","463",NA,"Spanish","English Language and Composition, Government and Politics: United States","Phipps After-school Program - Dance, Step, Spoken Word, College Access; Boys Basketball, Flag Football, Girls Volleyball, Chess Club, Yearbook, Mentoring Program, Leadership Program, Fordham STEP Program, Bronx Zoo Future Leaders Program","Intramural Basketball; Boys: Flag Football; Girls: Baseball, Fitness Club, Flag Football, Volleyball",NA,NA,NA,"West Farms","10,460",48,12,40.84377,-73.884191,"2024 Mohegan Avenue
Bronx, NY 10460
(40.84377, -73.884191)","BRONX    ",17,"363",NA,NA,NA,NA,"1","1","1","1","0","0"
"211","12X388","X388","Pan American International High School at Monroe","404","International School","Spanish Native Language Arts","Spanish Language, Spanish Literature","Homework Help, One-to-One Tutoring, Student Government, Drama Club, Cross Stitching Club, Reading Club, Saturday Academy","We offer PSAL sports within the campus setting, including Baseball, Basketball, Soccer, Swimming, & Girls Softball",NA,NA,"International School","Parkchester","10,472",43,12,40.831291,-73.8788328,"1300 Boynton Avenue
Bronx, NY 10472
(40.831291, -73.8788328)","BRONX    ",18,"56",NA,NA,58,NA,"1","1","1","1","0","0"
"212","12X478","X478","The Cinema School","304",NA,NA,"Biology, Calculus AB, Economics: Macro, English Language and Composition, Government and Politics: United States, United States History","Film Screenings, Acting & Directing in Film, After-school Film Program, Advanced Placement Exam Test Prep. Based on student interest and need, past activities have included: Archery, Yoga, Chess, Creative Writing, Daily small group Advisory Meetings, Dance, Debate, Gay-Straight Alliance, Key Club, Students Against Animal Cruelty, Partners with New York Cares for Community Service, Rock Band, Photography, SAT, School Newspaper, Student Government, Tutoring, Regents Prep, Variety & Talent Shows, Web Design, Yearbook","All students are eligible to participate in the James Monroe High School Campus sports teams. School-based sports in our Physical Education and/or after-school curriculum have included Archery, Basketball, Capoeira, Open Gym, Volleyball",NA,"Arabic, Chinese, French, German, Italian, Japanese, Korean, Latin, Portuguese, Russian, Spanish",NA,"Parkchester","10,472",43,12,40.8312676,-73.8789494,"1551 East 172Nd Street
Bronx, NY 10472
(40.8312676, -73.8789494)","BRONX    ",18,"56",NA,NA,NA,NA,"1","1","0","1","0","1"
"213","12X479","X479","Bronx Career and College Preparatory High School","310",NA,"Italian, Spanish",NA,"Aerobics, Boxing, Dance, Glee Club, Mentoring, Music Production, Outdoors, Senior Leadership Association, Student Government, Visual Arts & Theater","Boys Intramural Basketball",NA,"Spanish, Spanish Native Language Arts",NA,"Longwood","10,456",42,12,40.826916,-73.900597,"800 Home Street
Bronx, NY 10456
(40.826916, -73.900597)","BRONX    ",16,"131",NA,NA,NA,NA,"1","0","1","1","0","1"
"214","12X511","X511","Bronx Envision Academy","153",NA,"Spanish",NA,"Artist Residencies, Community Service Club, Dance Team, Ballet & Pointe Class, Digital Photography, Drumming, Health and Environment, Curatorial Program, Mural Painting, Japanese Culture and Anime Club, Fitness Club, Newspaper, Creative Writing, Restorative Justice Committee, Mock Trial & Debate, Gay-Straight Alliance, Vocal Team, Yoga.","Baseball, Basketball, Soccer, Softball, Volleyball",NA,NA,NA,"East Morrisania","10,460",42,12,40.8358209,-73.8909833,"1619 Boston Road
Bronx, NY 10460
(40.8358209, -73.8909833)","BRONX    ",17,"155",NA,NA,NA,NA,"1","0","1","1","0","0"
"215","12X521","X521","The Metropolitan Soundview High School","206",NA,"Italian, Spanish","Calculus AB, Chemistry, English Language and Composition, English Literature and Composition, Environmental Science, Government and Politics: United States, Italian Language and Culture, Spanish Language","Flag Football, Art, Drama, Chess, Hip-Hop Dance, Bachata Dance, Leadership, New York Cares Service Program, New York Commission on Human Rights Peer Mediator Program, Newsletter, Sponsors for Educational Opportunity",NA,NA,NA,NA,"Parkchester","10,472",43,12,40.831291,-73.8788328,"1300 Boynton Avenue
Bronx, NY 10472
(40.831291, -73.8788328)","BRONX    ",18,"56",NA,NA,NA,NA,"0","1","1","1","0","0"
"216","12X682","X682","Fannie Lou Hamer Freedom High School","493",NA,"Spanish","English Language and Composition, Spanish Language, United States History","Children's Aid Society programs include: College Excel, Corporate Workplace (job training and paid internship) , College Set (scholarship program), JPMorgan Live, MSG Classroom, NYU Preview2, CAS Afterschool Clubs including Digital Media and Game Design, Archery, Music, Art and Sports. We have in-school Saturday programs for students and parents","Intramural Sports, Saturday Sports, Weightlifting",NA,NA,NA,"East Morrisania","10,460",42,12,40.8307779,-73.8857334,"1021 Jennings Street
Bronx, NY 10460
(40.8307779, -73.8857334)","BRONX    ",17,"157",58.8,42.4,58.9,30.9,"1","1","1","1","0","0"
"217","12X684","X684","Wings Academy","537",NA,"Spanish","Biology, Calculus AB, English Language and Composition, United States History","Academic Excursions, Chess, College Trips, Community Service, Debate, Explorers Program, Fit for Life, Journalism, Music, Photography/Art, Saturday School, School Newspaper, Step, Tutorials, Yearbook.",NA,NA,NA,NA,"Bronx Zoo","10,460",48,10,40.8417851,-73.8752508,"1122 East 180 Street
Bronx, NY 10460
(40.8417851, -73.8752508)","BRONX    ",15,"220",57.6,54.2,56.7,28.8,"0","1","1","1","0","0"
"218","12X692","X692","Monroe Academy for Visual Arts & Design","472",NA,"Spanish","English Literature and Composition","BRAVO HIV/AIDS Peer Education Program, Citywide and National Writing and Art Contests; Trips, Fashion, Internships, Kaplan SAT Prep Class, Montefiore Medical Center Project, Peer Leadership Class, Performing Arts, Poetry Slams, Readers are Leaders, School/Community Service Projects, Student Government",NA,NA,NA,NA,"Parkchester","10,472",43,12,40.831291,-73.8788328,"1300 Boynton Avenue
Bronx, NY 10472
(40.831291, -73.8788328)","BRONX    ",18,"56",47.7,27.4,41.6,25.2,"0","1","1","1","0","0"
"219","13K265","K265","Dr. Susan S. McKinney Secondary School of the Arts","508",NA,"Spanish","Art History, English Literature and Composition, Environmental Science, Spanish Language, Studio Art: Drawing","Cheerleading, Chess, Comedy Improv, Debate Team, Entrepreneurial Leadership, McK Marching Band, McK Steppers, McKinney Scribbers, MOUSE Squad, National Honor Society, National Junior Honor Society, Poetry and Writers Institute, Project Male, PSAT and Regents Preparation, Advanced Placement Class Support, Robotics, SAT, Sister-to-Sister, Student Government, Think Quest NYC, Young 'Womyns' Leadership Group",NA,NA,NA,NA,"Fort Greene","11,205",88,13,40.6963522,-73.9759357,"101 Park Avenue
Brooklyn, NY 11205
(40.6963522, -73.9759357)","BROOKLYN ",35,"211",79.5,39.5,79.5,50.7,"0","1","1","1","0","0"
"220","13K350","K350","The Urban Assembly School of Music and Art","433",NA,"Spanish","English Language and Composition","Artists Society, Dance, Graphic Art Studio, Internships, Making Beats Music Studio Production, Mentoring with Visiting Artists, Spoken Word, Student Council","Intramural Sports",NA,NA,NA,"Downtown Brooklyn","11,201",84,13,40.6972089,-73.9847516,"49 Flatbush Avenue Extension
Brooklyn, NY 11201
(40.6972089, -73.9847516)","BROOKLYN ",33,"15",60,49,60.7,60,"1","1","1","1","0","0"
"221","13K412","K412","Brooklyn Community High School of Communication, Arts and Media","469",NA,"French, Spanish","English Literature and Composition, Statistics","Academic Centers, Animation, Batik T-Shirt Printing, Boxing, Capoeira, College Now, College Preparatory Courses, Fashion, Filmmaking, Hip-Hop African Dance, Hip-Hop/Spoken Word Poetry, Internships, Journalism, Music Production, Peer Mentoring, Portfolio Development, Spirit Squad Dance Team, Student Government, Student Publishing, Theater, Weightlifting, Yoga","Basketball, Flag Football, Soccer, Track & Field, Weightlifting",NA,NA,NA,"Bedford-Stuyvesant","11,205",79,13,40.6926174,-73.9589624,"300 Willoughby Avenue
Brooklyn, NY 11205
(40.6926174, -73.9589624)","BROOKLYN ",33,"235",66.3,33.8,64.8,46.2,"1","1","1","1","0","0"
"222","13K419","K419","Science Skills Center High School for Science, Technology and the Creative Arts","534",NA,"French, Spanish","Biology, Calculus AB, Computer Science A, English Language and Composition, English Literature and Composition, Environmental Science, Psychology, United States History","Construction and Engineering, Chess, Drama, Drumline, For Inspiration and Recognition of Science and Technology (FIRST) Robotics, Architecture, Jow-Ile-Bailar Dance Company, Manhattan Theatre Club, National Society of Black Engineers, Peer Mediation, Pre-Nursing, Science, Step Team, Student Government, Technology, Theatre Development Fund Program, Web Design, Creative Writing Club, National Honors Society, Yearbook",NA,NA,NA,NA,"Downtown Brooklyn","11,201",84,13,40.6972089,-73.9847516,"49 Flatbush Avenue Extension
Brooklyn, NY 11201
(40.6972089, -73.9847516)","BROOKLYN ",33,"15",80.2,39.9,73.8,56.5,"0","1","1","1","0","0"
"223","13K430","K430","Brooklyn Technical High School","5,451","Specialized School","Chinese (Mandarin), French, Italian, Spanish","Biology, Calculus AB, Calculus BC, Chemistry, Chinese Language and Culture, Computer Science A, Economics: Macro, Economics: Micro, English Language and Composition, English Literature and Composition, Environmental Science, European History, French Language, Government and Politics: Comparative, Government and Politics: United States, Human Geography, Italian Language and Culture, Physics B, Physics C: Electricity and Magnetism, Physics C: Mechanics, Psychology, Spanish Language, Statistics, Studio Art: 2-D Design, Studio Art: 3-D Design, United States History, World History","Academic Decathalon, Amateur Radio, Animal Rights, Anime, Art, ASPIRA, Beta, BETA Honor Society, BTHSNEWS, Cheerleaders, Chess, Chinese Culture Club, Civil Air Patrol, CSI Team, Dance, Debate Team, DECA, Double Dutch, Drama, Film, Find The Cure, Future Business Leaders of America, Gospel Choir, Habitat for Humanity, Horizons Literary Magazine, Jewish, Key, Korean Student Association, Lady Dragons & Organized Chaos Step Teams, Math Team, Mentoring, Mock Trial Team, Mu Alpha Theta, Mural Painting, Muslim Student Association, National Honor Society (Arista), Opera, Paleo, Progressive Student Awareness, Radish Satirical Newspaper, Robotics Team, Salsa, Save Darfur, School Newspaper, Science Bowl, Science Olympiad, Scrabble, Seekers, SING, Spring Musical, Straight & Gay Alliance, Student Government, Student Magazines, Survey School Newspaper, Tech Internet Radio Project, US FIRST (For Inspiration and Recognition of Science and Technology) Robotics, Web Design, Weight Training, World Summit, Yearbook, Young Entrepreneurs Association","Cheerleading","Economics: Micro, Physics B",NA,"Specialized School","Fort Greene","11,217",88,13,40.688872,-73.976438,"29 Ft Greene Place
Brooklyn, NY 11217
(40.688872, -73.976438)","BROOKLYN ",35,"33",97.7,86.7,96,94.8,"1","1","1","1","1","0"
"224","13K439","K439","Brooklyn International High School","351","International School","French",NA,"African Club, Arabic Club, Art, Bangladeshi Club, Book Club, Chinese Club, Claymation, College Access, Computer Technology Squad, Computer Video Game Design, Dance, Digital Storytelling, Drama, Environmental Awareness, Fashion Design, French for Native Speakers, Guitar, Haitian Club, International Arts Exhibition, Journalism, Latino Club, Model United Nations, National Honor Society, Peer Training, Photography, Robotics, Science Research, Student Government, Tibetan Club, UNICEF, Video Production, Yearbook, Youth About Business","Basketball, Intramural Sports, Ping-Pong Competition, Weightlifting",NA,NA,"International School","Downtown Brooklyn","11,201",84,13,40.6972089,-73.9847516,"49 Flatbush Avenue Extension
Brooklyn, NY 11201
(40.6972089, -73.9847516)","BROOKLYN ",33,"15",87.2,61.7,81.5,54.3,"1","0","1","1","0","0"
"225","13K483","K483","The Urban Assembly School for Law and Justice","440",NA,"Spanish","Economics: Macro, English Language and Composition","AP Summer Camp, Cheerleading, Choir, Technology, Courtroom Drama, Dance, Film Editing, Gay/Straight Alliance, Graffiti Arts, Law Club, Martial Arts, Mentoring, Mock Trial, New York University High School Law Institute, Photography, Reading Excellence and Discovery (READ), SAT Prep, SLJ Youth Court, Spoken Word, Step, Student Council, Teens Take the City, Tutoring, Young Men's Association, Young Women's Association, Sports: Baseball, Volleyball, Track, Soccer","Baseball, Flag Football, Track, Volleyball",NA,NA,NA,"Downtown Brooklyn","11,201",84,13,40.6945218,-73.9885598,"283 Adams Street
Brooklyn, NY 11201
(40.6945218, -73.9885598)","BROOKLYN ",33,"11",86.4,79.8,91.3,83,"1","1","1","1","0","0"
"226","13K499","K499","ACORN Community High School","712",NA,"Spanish","Biology, Calculus AB, English Language and Composition, Psychology, United States History","Advisory, Art, Chess, Chorus, Cultural Outings, Drama, Exploring New York, Leadership Team, National Honor Society, Peer Mediators, Photography, Student Government, Yearbook","Basketball, Bowling, Dance, Soccer, Step",NA,NA,NA,"Prospect Heights","11,238",77,17,40.678569,-73.961618,"561 Grand Avenue
Brooklyn, NY 11238
(40.678569, -73.961618)","BROOKLYN ",35,"305",67.1,34.1,71.9,39.3,"1","1","1","1","0","0"
"227","13K527","K527","Urban Assembly Institute of Math and Science for Young Women","498","All-Girls School","French, Spanish",NA,"Advisory, Book Club, Career Development Workshops & Seminars, Girls Inc. of NYC Teen Program, Digital Design, Future Cities Competition, Step League, Student Government, Visual Arts, Yearbook, Newspaper, Music Ensemble, Green Team, ROOT STEM Gardening Summer Internship, Tech Gals, Dance Company, Young Women Filmmakers, Debate Program, Robotics, Girls Night Out, UAI Research Squad. Community Service Projects such as St. Jude Children's Research Hospital Mathathon, Peer Leadership Group, LEGO League, Math of Art, New York Science & Engineering Fair, Recycling and Art, Sonia Kovalevsky Day for Young Girls in Math","African Dance, Belly Dancing, Cheerleading, Cross Country, Hip-Hop Dance, Intramural Volleyball, Power Play Team Sports, Sisters in Sports Science, Soccer, Tennis, Track, Yoga",NA,NA,"All-Girls School","Downtown Brooklyn","11,201",84,13,40.6945218,-73.9885598,"283 Adams Street
Brooklyn, NY 11201
(40.6945218, -73.9885598)","BROOKLYN ",33,"11",NA,NA,NA,NA,"1","0","1","1","0","0"
"228","13K595","K595","Bedford Academy High School","371",NA,"Spanish","Biology, Calculus AB, Chemistry, English Language and Composition, Music Theory, Spanish Language, Statistics, United States History, World History","Bedford Gazette School Newspaper, Art, Debate Team, Drama, National Honor Society, Speech and Debate, Student Government Council, YMCA Youth and Government","Cross Country, Indoor Track",NA,NA,NA,"Bedford-Stuyvesant","11,216",79,13,40.685361,-73.954213,"1119 Bedford Avenue
Brooklyn, NY 11216
(40.685361, -73.954213)","BROOKLYN ",36,"243",96.7,92.1,96.8,75.6,"1","1","1","1","0","0"
"229","13K605","K605","George Westinghouse Career and Technical Education High School","817","CTE School","German, Spanish","Biology, English Literature and Composition, United States History, World History","Anime Club, Ballroom Dancing, Book Club, Chess Team, For Inspiration and Recognition of Science and Technology (FIRST) Robotics, Girl Power Group, Health and Wellness, Job Readiness Workshops, Martial Arts, MOUSE Squad, National Honor Society, National Society of Black Engineers, Peer Mediation and Conflict Resolution, Poetry Cafe, Poetry/Creative Writing Team, SkillsUSA, Student Government, Student Leadership Team, Video Game Club","Double Dutch, Fitness and Weight Training",NA,NA,"CTE School","Downtown Brooklyn","11,201",84,13,40.695438,-73.9860999,"105 Johnson Street
Brooklyn, NY 11201
(40.695438, -73.9860999)","BROOKLYN ",33,"13",63.3,32.2,61.5,46.6,"1","1","1","1","0","0"
"230","13K670","K670","Benjamin Banneker Academy","900",NA,"French, Spanish","Biology, Calculus AB, Calculus BC, Chemistry, English Language and Composition, English Literature and Composition, Statistics, United States History, World History","90's Club, Africa Tours, African Dance Team, African Drumming, After-school Tutoring, Architecture, Banneker Sisters United, Banneker Brothers United, Benjamin Banneker Musical Chorus Group, Book Club, Chess, Construction and Engineering (ACE) Program, Crocheting and Knitting, Debate Team, Doctors of Tomorrow, Katrina Relief and Recovery Project, Latino Dance Group, Literary Guild, LIU Charles Evans Innis Scholars Program and Work Hard/Play Hard, Manhood Training, Math Club, National Foundation for Teaching Entrepreneurship (NFTE), National Society of Black Engineers (NSBE) Jr., Nurange Dance Company, Peer Mediation and Conflict Resolution, Peer Tutoring, Savvy Mentoring, Sisters Inspiring Sisters to Success (SISTS) Mentoring Program, Step Team, Student Government, The After-school Corporation (TASC), Video Production (AV Squad), Vocational and Technical Education Act (VATEA) Engineering Program, Warrior Scholars, Young Men's Group, Young Poets Society, Zawadi Art Ensemble","Intramural Basketball, Equestrian Team, Flag Football, Martial Arts, Track Team",NA,NA,NA,"Clinton Hill","11,205",88,13,40.695368,-73.968734,"71 77 Clinton Avenue
Brooklyn, NY 11205
(40.695368, -73.968734)","BROOKLYN ",35,"191",92.6,72.2,94.1,72.2,"1","1","1","1","0","0"
